Energy-E_F (eV)    DOS (1/eV)    PDOS (1/eV)  of atom type Mo S  
      1.37000      0.00000      0.00000      0.00000
      1.38000      0.00000      0.00000      0.00000
      1.39000      0.00000      0.00000      0.00000
      1.40000      0.00000      0.00000      0.00000
      1.41000      0.00000      0.00000      0.00000
      1.42000      0.00000      0.00000      0.00000
      1.43000      0.00000      0.00000      0.00000
      1.44000      0.00000      0.00000      0.00000
      1.45000      0.00000      0.00000      0.00000
      1.46000      0.00000      0.00000      0.00000
      1.47000      0.00000      0.00000      0.00000
      1.48000      0.00000      0.00000      0.00000
      1.49000      0.00000      0.00000      0.00000
      1.50000      0.00000      0.00000      0.00000
      1.51000      0.00000      0.00000      0.00000
      1.52000      0.00000      0.00000      0.00000
      1.53000      0.00000      0.00000      0.00000
      1.54000      0.00000      0.00000      0.00000
      1.55000      0.00000      0.00000      0.00000
      1.56000      0.00000      0.00000      0.00000
      1.57000      0.00000      0.00000      0.00000
      1.58000      0.00000      0.00000      0.00000
      1.59000      0.00000      0.00000      0.00000
      1.60000      0.00000      0.00000      0.00000
      1.61000      0.00000      0.00000      0.00000
      1.62000      0.00000      0.00000      0.00000
      1.63000      0.00000      0.00000      0.00000
      1.64000      0.00000      0.00000      0.00000
      1.65000      0.00000      0.00000      0.00000
      1.66000      0.00000      0.00000      0.00000
      1.67000      0.00000      0.00000      0.00000
      1.68000      0.00000      0.00000      0.00000
      1.69000      0.00000      0.00000      0.00000
      1.70000      0.00000      0.00000      0.00000
      1.71000      0.00000      0.00000      0.00000
      1.72000      0.00000      0.00000      0.00000
      1.73000      0.00000      0.00000      0.00000
      1.74000      0.00000      0.00000      0.00000
      1.75000      0.00000      0.00000      0.00000
      1.76000      0.00000      0.00000      0.00000
      1.77000      0.00000      0.00000      0.00000
      1.78000      0.00000      0.00000      0.00000
      1.79000     -0.00000     -0.00000     -0.00000
      1.80000     -0.00001     -0.00001     -0.00000
      1.81000     -0.00001     -0.00001     -0.00000
      1.82000      0.00360      0.00310      0.00050
      1.83000      0.03695      0.03181      0.00515
      1.84000      0.12543      0.10790      0.01754
      1.85000      0.25385      0.21686      0.03699
      1.86000      0.44421      0.36303      0.08118
      1.87000      0.77259      0.55388      0.21871
      1.88000      1.40320      0.88704      0.51617
      1.89000      2.05052      1.22823      0.82229
      1.90000      2.23217      1.32607      0.90610
      1.91000      1.99268      1.16954      0.82314
      1.92000      1.81058      1.04774      0.76284
      1.93000      2.14657      1.26577      0.88081
      1.94000      2.92071      1.74934      1.17137
      1.95000      3.00812      1.82900      1.17911
      1.96000      2.45403      1.50519      0.94884
      1.97000      2.32941      1.42061      0.90881
      1.98000      2.07221      1.26224      0.80997
      1.99000      2.04628      1.20169      0.84459
      2.00000      2.88416      1.68478      1.19938
      2.01000      3.32343      1.97077      1.35266
      2.02000      2.79524      1.65545      1.13979
      2.03000      2.65093      1.58418      1.06675
      2.04000      3.16805      1.91973      1.24833
      2.05000      3.26710      2.01611      1.25099
      2.06000      3.21866      2.03837      1.18030
      2.07000      3.03840      1.90846      1.12994
      2.08000      2.95446      1.78358      1.17089
      2.09000      3.85930      2.28527      1.57403
      2.10000      4.68596      2.73505      1.95090
      2.11000      4.51113      2.63372      1.87741
      2.12000      4.25768      2.57307      1.68461
      2.13000      4.11475      2.56712      1.54763
      2.14000      4.33002      2.66650      1.66351
      2.15000      4.21039      2.59975      1.61064
      2.16000      3.78680      2.43988      1.34693
      2.17000      3.86036      2.53030      1.33005
      2.18000      4.11332      2.68995      1.42337
      2.19000      4.38673      2.84169      1.54504
      2.20000      5.31224      3.40318      1.90906
      2.21000      5.89906      3.77632      2.12274
      2.22000      4.98323      3.27092      1.71231
      2.23000      4.04186      2.76352      1.27834
      2.24000      3.44678      2.38603      1.06075
      2.25000      3.78752      2.65084      1.13668
      2.26000      4.59393      3.27212      1.32182
      2.27000      4.58983      3.24602      1.34381
      2.28000      3.93462      2.77408      1.16054
      2.29000      3.65785      2.66659      0.99126
      2.30000      3.81734      2.80434      1.01300
      2.31000      4.24980      3.15805      1.09176
      2.32000      4.74130      3.54428      1.19702
      2.33000      4.63166      3.42059      1.21107
      2.34000      4.67841      3.40144      1.27697
      2.35000      5.07512      3.69962      1.37550
      2.36000      5.15114      3.93851      1.21263
      2.37000      4.99582      4.04286      0.95296
      2.38000      4.99588      4.14083      0.85505
      2.39000      4.87420      3.83969      1.03451
      2.40000      3.86304      2.67870      1.18435
      2.41000      2.88904      1.78790      1.10114
      2.42000      2.57045      1.54077      1.02968
      2.43000      2.42038      1.41088      1.00950
      2.44000      2.65531      1.54569      1.10962
      2.45000      3.06796      1.80591      1.26205
      2.46000      3.48592      2.07716      1.40876
      2.47000      4.39422      2.64393      1.75029
      2.48000      5.11302      3.03537      2.07765
      2.49000      4.83586      2.79693      2.03893
      2.50000      4.08648      2.37092      1.71557
      2.51000      4.45907      2.70790      1.75117
      2.52000      5.33239      3.30503      2.02736
      2.53000      5.00846      3.10959      1.89888
      2.54000      4.44311      2.77913      1.66398
      2.55000      4.58259      2.89528      1.68731
      2.56000      4.83017      3.08170      1.74848
      2.57000      5.00451      3.13653      1.86798
      2.58000      5.48196      3.31977      2.16219
      2.59000      5.60279      3.39500      2.20779
      2.60000      4.63254      2.86243      1.77011
      2.61000      4.51649      2.82999      1.68650
      2.62000      5.56846      3.55005      2.01840
      2.63000      6.05086      3.93793      2.11293
      2.64000      5.86598      3.76523      2.10074
      2.65000      5.58218      3.46492      2.11725
      2.66000      4.81658      2.96723      1.84935
      2.67000      4.07762      2.56984      1.50778
      2.68000      3.96165      2.53897      1.42268
      2.69000      4.16236      2.71982      1.44254
      2.70000      4.08960      2.71321      1.37639
      2.71000      3.63996      2.38904      1.25092
      2.72000      3.93664      2.57084      1.36581
      2.73000      4.17215      2.81807      1.35409
      2.74000      3.56796      2.45028      1.11768
      2.75000      3.76956      2.47357      1.29599
      2.76000      5.04852      3.26111      1.78741
      2.77000      5.58750      3.68895      1.89855
      2.78000      4.65378      3.10239      1.55139
      2.79000      3.28718      2.09450      1.19269
      2.80000      2.52854      1.53715      0.99139
      2.81000      3.03689      1.95445      1.08244
      2.82000      4.23378      2.85916      1.37462
      2.83000      4.62765      3.18697      1.44068
      2.84000      4.26066      2.89591      1.36475
      2.85000      3.97195      2.66187      1.31008
      2.86000      4.06925      2.75011      1.31913
      2.87000      4.21407      2.88629      1.32779
      2.88000      3.88279      2.66942      1.21337
      2.89000      3.14979      2.10423      1.04556
      2.90000      3.03543      1.97374      1.06169
      2.91000      3.85319      2.43535      1.41784
      2.92000      4.64125      2.84950      1.79175
      2.93000      4.07717      2.45924      1.61793
      2.94000      3.25295      2.01971      1.23324
      2.95000      2.99351      1.91292      1.08058
      2.96000      3.06903      1.83296      1.23606
      2.97000      3.11059      1.73647      1.37413
      2.98000      3.31111      1.78897      1.52214
      2.99000      3.82649      2.13955      1.68694
      3.00000      4.49456      2.62892      1.86564
      3.01000      4.40837      2.59741      1.81096
      3.02000      3.79886      2.27495      1.52391
      3.03000      3.68117      2.16791      1.51326
      3.04000      3.51364      2.00209      1.51155
      3.05000      2.90508      1.64899      1.25609
      3.06000      3.00875      1.67332      1.33543
      3.07000      4.67897      2.53868      2.14029
      3.08000      5.98756      3.29359      2.69397
      3.09000      5.20934      2.98754      2.22180
      3.10000      4.03125      2.39371      1.63754
      3.11000      3.20060      1.84931      1.35129
      3.12000      2.98326      1.62650      1.35676
      3.13000      2.59823      1.42659      1.17164
      3.14000      2.12824      1.23191      0.89633
      3.15000      2.17508      1.29985      0.87523
      3.16000      2.40307      1.41909      0.98398
      3.17000      2.66821      1.52888      1.13933
      3.18000      2.88359      1.66952      1.21408
      3.19000      2.89578      1.77985      1.11594
      3.20000      2.57841      1.60547      0.97294
      3.21000      2.14776      1.20789      0.93986
      3.22000      1.98960      1.00729      0.98231
      3.23000      2.02665      1.03928      0.98737
      3.24000      2.64003      1.42813      1.21191
      3.25000      3.35446      1.85100      1.50346
      3.26000      2.95746      1.69879      1.25867
      3.27000      2.49998      1.52868      0.97131
      3.28000      2.49211      1.50989      0.98222
      3.29000      2.13443      1.19186      0.94258
      3.30000      1.81906      0.96240      0.85666
      3.31000      1.38126      0.76862      0.61264
      3.32000      1.24690      0.71024      0.53667
      3.33000      1.95486      1.07942      0.87544
      3.34000      2.35744      1.35765      0.99979
      3.35000      2.04665      1.26666      0.77999
      3.36000      1.94220      1.16663      0.77556
      3.37000      2.38918      1.30494      1.08423
      3.38000      2.21280      1.12980      1.08299
      3.39000      1.75477      0.87659      0.87818
      3.40000      1.82012      0.96830      0.85182
      3.41000      2.03841      1.11763      0.92078
      3.42000      2.16034      1.17312      0.98722
      3.43000      2.11720      1.15345      0.96374
      3.44000      2.04339      1.14213      0.90126
      3.45000      2.22834      1.26474      0.96361
      3.46000      2.39419      1.35648      1.03772
      3.47000      1.93592      1.12020      0.81572
      3.48000      1.35440      0.77965      0.57475
      3.49000      1.33994      0.70175      0.63819
      3.50000      1.36080      0.70458      0.65623
      3.51000      1.24969      0.70243      0.54726
      3.52000      1.25663      0.72976      0.52687
      3.53000      1.69381      0.93797      0.75584
      3.54000      2.55996      1.35059      1.20937
      3.55000      2.67046      1.36328      1.30718
      3.56000      1.93414      0.98326      0.95088
      3.57000      1.45502      0.73992      0.71510
      3.58000      1.21620      0.61662      0.59958
      3.59000      1.08661      0.56640      0.52021
      3.60000      1.45445      0.76114      0.69331
      3.61000      1.89308      0.99352      0.89956
      3.62000      1.87755      0.98166      0.89589
      3.63000      1.58936      0.79124      0.79812
      3.64000      1.45594      0.70033      0.75561
      3.65000      1.23583      0.60404      0.63179
      3.66000      0.84095      0.42649      0.41446
      3.67000      0.42457      0.22619      0.19838
      3.68000      0.43937      0.24219      0.19718
      3.69000      0.92989      0.50267      0.42722
      3.70000      1.51322      0.76699      0.74624
      3.71000      2.24628      1.07248      1.17380
      3.72000      2.48212      1.17340      1.30871
      3.73000      1.84264      0.88926      0.95337
      3.74000      1.30756      0.66686      0.64070
      3.75000      1.39854      0.73479      0.66375
      3.76000      1.56521      0.82568      0.73953
      3.77000      1.24908      0.66406      0.58502
      3.78000      0.97332      0.49997      0.47335
      3.79000      1.21241      0.58585      0.62656
      3.80000      1.57613      0.75821      0.81793
      3.81000      1.61359      0.80037      0.81322
      3.82000      1.43357      0.74003      0.69353
      3.83000      1.03518      0.54933      0.48585
      3.84000      0.85098      0.45056      0.40042
      3.85000      1.38884      0.70124      0.68760
      3.86000      2.29050      1.13423      1.15627
      3.87000      2.38777      1.18186      1.20592
      3.88000      2.19359      1.09538      1.09821
      3.89000      2.36392      1.19618      1.16774
      3.90000      2.23049      1.15998      1.07051
      3.91000      1.91969      1.02052      0.89918
      3.92000      1.55563      0.80132      0.75431
      3.93000      1.35032      0.67726      0.67306
      3.94000      1.31698      0.67477      0.64221
      3.95000      1.18729      0.61843      0.56886
      3.96000      1.04070      0.53655      0.50414
      3.97000      1.34600      0.67101      0.67499
      3.98000      1.80274      0.88286      0.91988
      3.99000      1.60401      0.77580      0.82822
      4.00000      1.04074      0.49370      0.54703
      4.01000      0.74327      0.34686      0.39641
      4.02000      0.74928      0.34925      0.40003
      4.03000      1.13122      0.52662      0.60460
      4.04000      1.41902      0.66165      0.75737
      4.05000      1.11097      0.52069      0.59028
      4.06000      0.73258      0.34375      0.38883
      4.07000      0.82325      0.38240      0.44085
      4.08000      1.16954      0.54020      0.62934
      4.09000      1.39578      0.64753      0.74825
      4.10000      1.44077      0.67321      0.76755
      4.11000      1.35365      0.63592      0.71772
      4.12000      1.63709      0.77296      0.86413
      4.13000      1.72989      0.81979      0.91010
      4.14000      1.48421      0.69832      0.78589
      4.15000      1.80444      0.84395      0.96049
      4.16000      2.48375      1.17438      1.30937
      4.17000      2.52813      1.20748      1.32064
      4.18000      2.47140      1.18299      1.28842
      4.19000      2.98204      1.42948      1.55256
      4.20000      3.41538      1.63390      1.78148
      4.21000      3.72165      1.76728      1.95437
      4.22000      4.51221      2.14238      2.36983
      4.23000      5.23918      2.49284      2.74634
      4.24000      4.94235      2.35145      2.59091
      4.25000      4.42277      2.11017      2.31261
      4.26000      4.09819      1.97051      2.12768
      4.27000      3.75882      1.82437      1.93445
      4.28000      3.56300      1.72492      1.83808
      4.29000      3.42795      1.66249      1.76546
      4.30000      2.84133      1.39768      1.44365
      4.31000      2.19023      1.09167      1.09856
      4.32000      2.06899      1.04254      1.02645
      4.33000      1.84462      0.95067      0.89395
      4.34000      1.80683      0.95543      0.85141
      4.35000      2.07573      1.09548      0.98025
      4.36000      1.94502      1.02107      0.92395
      4.37000      1.72673      0.90371      0.82301
      4.38000      1.88868      0.98476      0.90392
      4.39000      2.17042      1.13054      1.03988
      4.40000      1.89628      0.99097      0.90531
      4.41000      1.39847      0.74042      0.65805
      4.42000      1.39932      0.75151      0.64781
      4.43000      1.42120      0.76612      0.65508
      4.44000      1.46126      0.78403      0.67723
      4.45000      1.27649      0.67991      0.59658
      4.46000      1.11756      0.59076      0.52680
      4.47000      1.11856      0.59295      0.52561
      4.48000      1.29084      0.70249      0.58836
      4.49000      2.27622      1.26945      1.00677
      4.50000      2.88475      1.61460      1.27015
      4.51000      1.77525      0.98812      0.78714
      4.52000      0.74302      0.40809      0.33492
      4.53000      0.75177      0.41085      0.34092
      4.54000      0.97862      0.53779      0.44083
      4.55000      1.00585      0.55926      0.44660
      4.56000      1.12876      0.63873      0.49003
      4.57000      1.29597      0.73975      0.55622
      4.58000      1.08403      0.61751      0.46652
      4.59000      0.86168      0.48830      0.37338
      4.60000      0.98859      0.56033      0.42826
      4.61000      1.05420      0.60056      0.45364
      4.62000      0.96080      0.55322      0.40758
      4.63000      1.11433      0.64970      0.46464
      4.64000      1.59992      0.93616      0.66376
      4.65000      1.46826      0.85920      0.60906
      4.66000      0.69721      0.40766      0.28955
      4.67000      0.48642      0.28380      0.20262
      4.68000      0.75978      0.44422      0.31557
      4.69000      0.87756      0.51455      0.36301
      4.70000      0.82376      0.48574      0.33803
      4.71000      0.80301      0.47690      0.32611
      4.72000      0.73449      0.43747      0.29702
      4.73000      0.65670      0.39066      0.26604
      4.74000      0.58448      0.34836      0.23612
      4.75000      0.74293      0.44464      0.29829
      4.76000      1.00938      0.60573      0.40365
      4.77000      1.17333      0.70629      0.46704
      4.78000      0.97885      0.59090      0.38795
      4.79000      0.55189      0.33395      0.21794
      4.80000      0.53610      0.32474      0.21137
      4.81000      0.63843      0.38683      0.25160
      4.82000      0.46673      0.28355      0.18318
      4.83000      0.57755      0.35251      0.22504
      4.84000      0.75725      0.46256      0.29469
      4.85000      0.72877      0.44559      0.28318
      4.86000      0.67551      0.41386      0.26165
      4.87000      0.63500      0.39030      0.24469
      4.88000      0.72437      0.44635      0.27802
      4.89000      0.67101      0.41390      0.25711
      4.90000      0.53740      0.33205      0.20535
      4.91000      0.55794      0.34548      0.21246
      4.92000      0.60578      0.37571      0.23006
      4.93000      0.55259      0.34334      0.20925
      4.94000      0.57356      0.35721      0.21635
      4.95000      0.62710      0.39117      0.23593
      4.96000      0.57026      0.35625      0.21400
      4.97000      0.43045      0.26925      0.16120
      4.98000      0.21558      0.13496      0.08062
      4.99000      0.05822      0.03647      0.02175
      5.00000      0.00702      0.00440      0.00262
      5.01000      0.00031      0.00019      0.00011
      5.02000      0.00000      0.00000      0.00000
      5.03000     -0.00000     -0.00000     -0.00000
      5.04000      0.00000      0.00000      0.00000
      5.05000      0.00000      0.00000      0.00000
      5.06000      0.00000      0.00000      0.00000
      5.07000      0.00000      0.00000      0.00000
      5.08000      0.00000      0.00000      0.00000
      5.09000      0.00000      0.00000      0.00000
      5.10000      0.00000      0.00000      0.00000
      5.11000      0.00000      0.00000      0.00000
      5.12000      0.00000      0.00000      0.00000
      5.13000      0.00000      0.00000      0.00000
      5.14000      0.00000      0.00000      0.00000
      5.15000      0.00000      0.00000      0.00000
      5.16000      0.00000      0.00000      0.00000
      5.17000      0.00000      0.00000      0.00000
      5.18000      0.00000      0.00000      0.00000
      5.19000      0.00000      0.00000      0.00000
      5.20000      0.00000      0.00000      0.00000
      5.21000      0.00000      0.00000      0.00000
      5.22000      0.00000      0.00000      0.00000
      5.23000      0.00000      0.00000      0.00000
      5.24000      0.00000      0.00000      0.00000
      5.25000      0.00000      0.00000      0.00000
      5.26000      0.00000      0.00000      0.00000
      5.27000      0.00000      0.00000      0.00000
      5.28000      0.00000      0.00000      0.00000
      5.29000      0.00000      0.00000      0.00000
      5.30000      0.00000      0.00000      0.00000
      5.31000      0.00000      0.00000      0.00000
      5.32000      0.00000      0.00000      0.00000
      5.33000      0.00000      0.00000      0.00000
      5.34000      0.00000      0.00000      0.00000
      5.35000      0.00000      0.00000      0.00000
      5.36000      0.00000      0.00000      0.00000
      5.37000      0.00000      0.00000      0.00000
      5.38000      0.00000      0.00000      0.00000
      5.39000      0.00000      0.00000      0.00000
      5.40000      0.00000      0.00000      0.00000
      5.41000      0.00000      0.00000      0.00000
      5.42000      0.00000      0.00000      0.00000
      5.43000      0.00000      0.00000      0.00000
      5.44000      0.00000      0.00000      0.00000
      5.45000      0.00000      0.00000      0.00000
      5.46000      0.00000      0.00000      0.00000
      5.47000      0.00000      0.00000      0.00000
      5.48000      0.00000      0.00000      0.00000
      5.49000      0.00000      0.00000      0.00000
      5.50000      0.00000      0.00000      0.00000
      5.51000      0.00000      0.00000      0.00000
      5.52000      0.00000      0.00000      0.00000
      5.53000      0.00000      0.00000      0.00000
      5.54000      0.00000      0.00000      0.00000
      5.55000      0.00000      0.00000      0.00000
      5.56000      0.00000      0.00000      0.00000
      5.57000      0.00000      0.00000      0.00000
      5.58000      0.00000      0.00000      0.00000
      5.59000      0.00000      0.00000      0.00000
      5.60000      0.00000      0.00000      0.00000
      5.61000      0.00000      0.00000      0.00000
      5.62000      0.00000      0.00000      0.00000
      5.63000      0.00000      0.00000      0.00000
      5.64000      0.00000      0.00000      0.00000
      5.65000      0.00000      0.00000      0.00000
      5.66000      0.00000      0.00000      0.00000
      5.67000      0.00000      0.00000      0.00000
      5.68000      0.00000      0.00000      0.00000
      5.69000      0.00000      0.00000      0.00000
      5.70000      0.00000      0.00000      0.00000
      5.71000      0.00000      0.00000      0.00000
      5.72000      0.00000      0.00000      0.00000
      5.73000      0.00000      0.00000      0.00000
      5.74000      0.00000      0.00000      0.00000
      5.75000      0.00000      0.00000      0.00000
      5.76000      0.00000      0.00000      0.00000
      5.77000      0.00000      0.00000      0.00000
      5.78000      0.00000      0.00000      0.00000
      5.79000      0.00000      0.00000      0.00000
      5.80000      0.00000      0.00000      0.00000
      5.81000      0.00000      0.00000      0.00000
      5.82000      0.00000      0.00000      0.00000
      5.83000      0.00000      0.00000      0.00000
      5.84000      0.00000      0.00000      0.00000
      5.85000      0.00000      0.00000      0.00000
      5.86000      0.00000      0.00000      0.00000
      5.87000      0.00000      0.00000      0.00000
      5.88000      0.00000      0.00000      0.00000
      5.89000      0.00000      0.00000      0.00000
      5.90000      0.00000      0.00000      0.00000
      5.91000      0.00000      0.00000      0.00000
      5.92000      0.00000      0.00000      0.00000
      5.93000      0.00000      0.00000      0.00000
      5.94000      0.00000      0.00000      0.00000
      5.95000      0.00000      0.00000      0.00000
      5.96000      0.00000      0.00000      0.00000
      5.97000      0.00000      0.00000      0.00000
      5.98000      0.00000      0.00000      0.00000
      5.99000      0.00000      0.00000      0.00000
      6.00000      0.00000      0.00000      0.00000
      6.01000      0.00000      0.00000      0.00000
      6.02000      0.00000      0.00000      0.00000
      6.03000      0.00000      0.00000      0.00000
      6.04000      0.00000      0.00000      0.00000
      6.05000      0.00000      0.00000      0.00000
      6.06000      0.00000      0.00000      0.00000
      6.07000      0.00000      0.00000      0.00000
      6.08000      0.00000      0.00000      0.00000
      6.09000      0.00000      0.00000      0.00000
      6.10000      0.00000      0.00000      0.00000
      6.11000      0.00000      0.00000      0.00000
      6.12000      0.00000      0.00000      0.00000
      6.13000      0.00000      0.00000      0.00000
      6.14000      0.00000      0.00000      0.00000
      6.15000      0.00000      0.00000      0.00000
      6.16000      0.00000      0.00000      0.00000
      6.17000      0.00000      0.00000      0.00000
      6.18000      0.00000      0.00000      0.00000
      6.19000      0.00000      0.00000      0.00000
      6.20000      0.00000      0.00000      0.00000
      6.21000      0.00000      0.00000      0.00000
      6.22000      0.00000      0.00000      0.00000
      6.23000      0.00000      0.00000      0.00000
      6.24000      0.00000      0.00000      0.00000
      6.25000      0.00000      0.00000      0.00000
      6.26000      0.00000      0.00000      0.00000
      6.27000      0.00000      0.00000      0.00000
      6.28000      0.00000      0.00000      0.00000
      6.29000      0.00000      0.00000      0.00000
      6.30000      0.00000      0.00000      0.00000
      6.31000      0.00002      0.00003      0.00000
      6.32000      0.00088      0.00132      0.00000
      6.33000      0.01335      0.02004      0.00000
      6.34000      0.07433      0.11154      0.00000
      6.35000      0.15229      0.22853      0.00000
      6.36000      0.11686      0.17536      0.00000
      6.37000      0.05633      0.08450      0.00000
      6.38000      0.10507      0.15752      0.00000
      6.39000      0.15549      0.23312      0.00000
      6.40000      0.08722      0.13076      0.00000
      6.41000      0.01801      0.02700      0.00000
      6.42000      0.00143      0.00214      0.00000
      6.43000      0.00227      0.00338      0.00001
      6.44000      0.03246      0.04734      0.00059
      6.45000      0.18455      0.25448      0.01039
      6.46000      0.46435      0.54734      0.07040
      6.47000      0.65520      0.56885      0.19620
      6.48000      0.64174      0.44180      0.24709
      6.49000      0.52400      0.41069      0.17797
      6.50000      0.55096      0.44168      0.18252
      6.51000      0.62921      0.40537      0.25558
      6.52000      0.44752      0.25509      0.19750
      6.53000      0.21313      0.11798      0.09574
      6.54000      0.37040      0.21438      0.16213
      6.55000      0.81795      0.53758      0.32742
      6.56000      1.10097      0.85777      0.37660
      6.57000      0.99172      0.80883      0.32204
      6.58000      0.51373      0.38316      0.18396
      6.59000      0.31884      0.18933      0.13705
      6.60000      0.52782      0.29024      0.23798
      6.61000      0.64899      0.35512      0.29388
      6.62000      0.52085      0.28487      0.23598
      6.63000      0.42085      0.23147      0.18975
      6.64000      0.38771      0.22665      0.16824
      6.65000      0.48382      0.36447      0.17123
      6.66000      0.70669      0.65066      0.19414
      6.67000      0.58414      0.58610      0.13759
      6.68000      0.47165      0.42686      0.13318
      6.69000      0.92868      0.76009      0.30050
      6.70000      1.21810      0.94487      0.41892
      6.71000      1.02591      0.68063      0.40724
      6.72000      0.91807      0.52271      0.40512
      6.73000      0.70483      0.39000      0.31666
      6.74000      0.43927      0.26654      0.18627
      6.75000      0.46990      0.35961      0.16347
      6.76000      0.55005      0.44999      0.17765
      6.77000      0.57292      0.40927      0.21379
      6.78000      0.66743      0.46454      0.25503
      6.79000      0.63777      0.49830      0.21753
      6.80000      0.66140      0.45881      0.25263
      6.81000      0.87281      0.50227      0.38249
      6.82000      0.76369      0.42519      0.34174
      6.83000      0.44180      0.28928      0.17728
      6.84000      0.35591      0.38952      0.06856
      6.85000      0.36761      0.49725      0.02566
      6.86000      0.31563      0.33899      0.06347
      6.87000      0.40214      0.25591      0.16409
      6.88000      0.63236      0.35055      0.28317
      6.89000      1.08161      0.59404      0.48761
      6.90000      1.48298      0.81487      0.66822
      6.91000      1.27300      0.70546      0.57062
      6.92000      0.79022      0.49275      0.32827
      6.93000      0.76259      0.63498      0.24141
      6.94000      0.83798      0.76614      0.23289
      6.95000      0.73201      0.64818      0.21322
      6.96000      0.75825      0.70964      0.20283
      6.97000      0.67727      0.63419      0.18107
      6.98000      0.46050      0.34734      0.16261
      6.99000      0.46251      0.27393      0.19864
      7.00000      0.64038      0.41703      0.25744
      7.01000      1.01206      0.78125      0.34940
      7.02000      1.02546      0.85409      0.32454
      7.03000      0.59678      0.46648      0.20307
      7.04000      0.69102      0.40591      0.29783
      7.05000      0.93887      0.52061      0.41908
      7.06000      0.56284      0.31161      0.25145
      7.07000      0.37248      0.21470      0.16239
      7.08000      0.67736      0.45298      0.26604
      7.09000      0.80103      0.72946      0.22412
      7.10000      0.64749      0.78499      0.08995
      7.11000      0.58707      0.58042      0.14286
      7.12000      0.93041      0.57465      0.38775
      7.13000      1.22558      0.68281      0.54565
      7.14000      1.22279      0.67591      0.54698
      7.15000      1.16162      0.64236      0.51926
      7.16000      0.82068      0.45475      0.36627
      7.17000      0.54754      0.31605      0.23844
      7.18000      0.68842      0.47811      0.26193
      7.19000      0.84854      0.73513      0.25455
      7.20000      0.76849      0.69334      0.21712
      7.21000      0.58189      0.42252      0.21192
      7.22000      0.53274      0.31031      0.23000
      7.23000      0.65786      0.38190      0.28432
      7.24000      0.96752      0.64387      0.38040
      7.25000      1.24433      0.97605      0.42180
      7.26000      1.17383      1.01075      0.35682
      7.27000      1.12418      0.98233      0.33532
      7.28000      1.06625      0.86601      0.34758
      7.29000      0.89970      0.61112      0.34646
      7.30000      0.84803      0.58672      0.32127
      7.31000      0.80669      0.71670      0.23412
      7.32000      0.64898      0.62469      0.16694
      7.33000      0.51291      0.38083      0.18414
      7.34000      0.48679      0.28377      0.21040
      7.35000      0.39124      0.23403      0.16532
      7.36000      0.73463      0.51647      0.27371
      7.37000      1.44413      1.07995      0.51029
      7.38000      1.66147      1.19227      0.61068
      7.39000      1.37778      0.86895      0.56058
      7.40000      1.25486      0.74161      0.53456
      7.41000      1.30025      0.83020      0.52745
      7.42000      1.00797      0.71585      0.37512
      7.43000      0.77922      0.56198      0.28329
      7.44000      1.04210      0.83049      0.34318
      7.45000      1.27834      1.16247      0.35789
      7.46000      0.91282      0.83621      0.25210
      7.47000      0.73369      0.50389      0.27717
      7.48000      1.03573      0.59315      0.44733
      7.49000      1.16947      0.65725      0.51239
      7.50000      0.94067      0.53250      0.40817
      7.51000      1.02706      0.59502      0.43212
      7.52000      1.26057      0.74065      0.52236
      7.53000      1.12765      0.70250      0.45202
      7.54000      1.26834      0.92037      0.45732
      7.55000      1.55059      1.17640      0.53806
      7.56000      1.49501      1.02533      0.56373
      7.57000      1.27496      0.83569      0.49589
      7.58000      1.19601      0.95685      0.39222
      7.59000      1.23591      1.18930      0.31693
      7.60000      1.14762      1.11197      0.28941
      7.61000      0.96378      0.86171      0.27742
      7.62000      0.89446      0.82263      0.24915
      7.63000      0.93304      0.77110      0.29933
      7.64000      0.83690      0.58379      0.31615
      7.65000      0.74345      0.60491      0.23971
      7.66000      0.76471      0.73330      0.19662
      7.67000      0.76403      0.61861      0.24950
      7.68000      0.88293      0.54252      0.36596
      7.69000      0.97706      0.58847      0.40937
      7.70000      0.86155      0.65158      0.30112
      7.71000      0.89475      0.79964      0.25815
      7.72000      0.83559      0.66381      0.27953
      7.73000      0.60670      0.40129      0.23929
      7.74000      0.58311      0.43820      0.20422
      7.75000      0.80454      0.73695      0.22229
      7.76000      0.85110      0.80850      0.22345
      7.77000      0.84557      0.80481      0.22156
      7.78000      0.90076      0.92102      0.20791
      7.79000      0.62586      0.66016      0.13585
      7.80000      0.24698      0.23713      0.06385
      7.81000      0.37183      0.22456      0.15399
      7.82000      0.97530      0.55817      0.41802
