# spin    band          kx          ky          kz          E(MF)          E(QP)        Delta E
#                        (Cartesian coordinates)             (eV)           (eV)           (eV)
     1      40     0.20424     0.35376     0.00000   -0.869835263   -2.706967269   -1.837132006
     1      40     0.21105     0.36555     0.00000   -0.890253168   -2.735844119   -1.845590951
     1      40     0.21786     0.37734     0.00000   -0.906423201   -2.760000783   -1.853577582
     1      40     0.22466     0.38913     0.00000   -0.919382138   -2.779753407   -1.860371269
     1      40     0.23147     0.40092     0.00000   -0.930669783   -2.795440874   -1.864771090
     1      40     0.23828     0.41271     0.00000   -0.942922144   -2.808783574   -1.865861430
     1      40     0.24509     0.42451     0.00000   -0.960883141   -2.825955675   -1.865072534
     1      40     0.25190     0.43630     0.00000   -0.991533387   -2.856302419   -1.864769032
     1      40     0.25870     0.44809     0.00000   -1.026423468   -2.962485102   -1.936061633
     1      40     0.26551     0.45988     0.00000   -1.025964618   -2.959717225   -1.933752607
     1      40     0.27232     0.47167     0.00000   -1.038387787   -2.957762126   -1.919374339
     1      40     0.27913     0.48347     0.00000   -1.085822306   -2.977488706   -1.891666400
     1      40     0.28594     0.49526     0.00000   -1.151791945   -3.048096788   -1.896304843
     1      40     0.29275     0.50705     0.00000   -1.210002903   -3.127312378   -1.917309476
     1      40     0.29955     0.51884     0.00000   -1.235020887   -3.152539785   -1.917518898
     1      40     0.30636     0.53063     0.00000   -1.236847657   -3.167691342   -1.930843685
     1      40     0.31317     0.54242     0.00000   -1.237275278   -3.180847430   -1.943572151
     1      40     0.31998     0.55422     0.00000   -1.237365160   -3.188628363   -1.951263203
     1      40     0.32679     0.56601     0.00000   -1.237507910   -3.190146039   -1.952638129
     1      40     0.33359     0.57780     0.00000   -1.237645908   -3.190285112   -1.952639204
     1      40     0.33936     0.56785     0.00000   -1.237394374   -3.190030037   -1.952635663
     1      40     0.34513     0.55790     0.00000   -1.236252888   -3.188862861   -1.952609973
     1      40     0.35090     0.54794     0.00000   -1.233348934   -3.185667930   -1.952318995
     1      40     0.35667     0.53799     0.00000   -1.227317228   -3.178128560   -1.950811332
     1      40     0.36244     0.52804     0.00000   -1.216070606   -3.163216015   -1.947145409
     1      40     0.36821     0.51809     0.00000   -1.170123004   -3.154089885   -1.983966881
     1      40     0.37398     0.50814     0.00000   -1.091700035   -3.062311240   -1.970611205
     1      40     0.37974     0.49818     0.00000   -0.996661675   -2.950208031   -1.953546356
     1      40     0.38551     0.48823     0.00000   -0.921891124   -2.922579960   -2.000688836
     1      40     0.39128     0.47828     0.00000   -0.913814389   -2.903165074   -1.989350685
     1      40     0.39705     0.46833     0.00000   -0.903149875   -2.880212916   -1.977063041
     1      40     0.40282     0.45838     0.00000   -0.864966955   -2.771992505   -1.907025550
     1      40     0.40859     0.44842     0.00000   -0.824023920   -2.724210379   -1.900186458
     1      40     0.41436     0.43847     0.00000   -0.794078550   -2.688148382   -1.894069831
     1      40     0.42013     0.42852     0.00000   -0.769611367   -2.660355127   -1.890743760
     1      40     0.42590     0.41857     0.00000   -0.747297345   -2.637251183   -1.889953838
     1      40     0.43166     0.40861     0.00000   -0.725536968   -2.615297292   -1.889760324
     1      40     0.43743     0.39866     0.00000   -0.703681386   -2.592914274   -1.889232888
     1      40     0.44320     0.38871     0.00000   -0.681593677   -2.579438306   -1.897844629
     1      40     0.44897     0.37876     0.00000   -0.659431204   -2.558512471   -1.899081267
     1      40     0.45474     0.36881     0.00000   -0.637532895   -2.529766846   -1.892233951
     1      40     0.46051     0.35885     0.00000   -0.616356915   -2.505310166   -1.888953251
     1      40     0.46628     0.34890     0.00000   -0.596440690   -2.481493481   -1.885052791
     1      40     0.47205     0.33895     0.00000   -0.578368156   -2.457920200   -1.879552044
     1      40     0.47782     0.32900     0.00000   -0.562740872   -2.434650820   -1.871909948
     1      40     0.48358     0.31905     0.00000   -0.550146746   -2.412126591   -1.861979845
     1      40     0.48935     0.30909     0.00000   -0.541126018   -2.391681204   -1.850555186
     1      40     0.49512     0.29914     0.00000   -0.536132043   -2.375674827   -1.839542783
     1      40     0.50089     0.28919     0.00000   -0.535495112   -2.353495618   -1.818000505
     1      40     0.49067     0.28329     0.00000   -0.534244744   -2.351395956   -1.817151212
     1      40     0.48045     0.27739     0.00000   -0.530495006   -2.348981608   -1.818486601
     1      40     0.47022     0.27148     0.00000   -0.524249630   -2.345748655   -1.821499024
     1      40     0.46000     0.26558     0.00000   -0.515514933   -2.340020887   -1.824505954
     1      40     0.44978     0.25968     0.00000   -0.504299841   -2.331247842   -1.826948002
     1      40     0.43956     0.25378     0.00000   -0.490615574   -2.322810121   -1.832194547
     1      40     0.42933     0.24788     0.00000   -0.474475866   -2.312590874   -1.838115008
     1      40     0.41911     0.24197     0.00000   -0.455897319   -2.294984072   -1.839086752
     1      40     0.40889     0.23607     0.00000   -0.434899528   -2.271256673   -1.836357145
     1      40     0.39867     0.23017     0.00000   -0.411505403   -2.249826004   -1.838320600
     1      40     0.38845     0.22427     0.00000   -0.385741943   -2.225798690   -1.840056747
     1      40     0.37822     0.21837     0.00000   -0.357640206   -2.195857626   -1.838217420
     1      40     0.36800     0.21247     0.00000   -0.327237419   -2.164743889   -1.837506470
     1      40     0.35778     0.20656     0.00000   -0.294576904   -2.132286320   -1.837709417
     1      40     0.34756     0.20066     0.00000   -0.259709303   -2.096989650   -1.837280347
     1      40     0.33733     0.19476     0.00000   -0.222694882   -2.056460972   -1.833766089
     1      40     0.32711     0.18886     0.00000   -0.183602959   -2.008640564   -1.825037605
     1      40     0.31689     0.18296     0.00000   -0.142514138   -1.953766643   -1.811252505
     1      40     0.30667     0.17705     0.00000   -0.099521793   -1.893738717   -1.794216924
     1      40     0.29645     0.17115     0.00000   -0.054733480   -1.830852562   -1.776119082
     1      40     0.28622     0.16525     0.00000   -0.008273122   -1.767158488   -1.758885366
     1      40     0.27600     0.15935     0.00000    0.039715231   -1.704374545   -1.744089776
     1      40     0.26578     0.15345     0.00000    0.089062252   -1.643859044   -1.732921296
     1      40     0.25556     0.14755     0.00000    0.139566839   -1.586323147   -1.725889986
     1      40     0.24533     0.14164     0.00000    0.190978400   -1.531376219   -1.722354619
     1      40     0.23511     0.13574     0.00000    0.242966479   -1.477504038   -1.720470517
     1      40     0.22489     0.12984     0.00000    0.295050812   -1.423217720   -1.718268531
     1      40     0.21467     0.12394     0.00000    0.346406365   -1.367987272   -1.714393637
     1      40     0.20445     0.11804     0.00000    0.395250607   -1.310778884   -1.706029491
     1      40     0.19422     0.11213     0.00000    0.436603561   -1.248951431   -1.685554992
     1      40     0.18400     0.10623     0.00000    0.457162324   -1.185470249   -1.642632573
     1      40     0.17378     0.10033     0.00000    0.448286529   -1.163353970   -1.611640499
     1      40     0.16356     0.09443     0.00000    0.424331734   -1.178155278   -1.602487011
     1      40     0.15333     0.08853     0.00000    0.396107706   -1.203813996   -1.599921702
     1      40     0.14311     0.08263     0.00000    0.367513142   -1.231699042   -1.599212184
     1      40     0.13289     0.07672     0.00000    0.340290844   -1.258999571   -1.599290415
     1      40     0.12267     0.07082     0.00000    0.315610750   -1.284225886   -1.599836637
     1      40     0.11244     0.06492     0.00000    0.294596658   -1.306945084   -1.601541741
     1      40     0.10222     0.05902     0.00000    0.278599212   -1.326412524   -1.605011736
     1      40     0.09200     0.05312     0.00000    0.269345025   -1.341942388   -1.611287413
     1      40     0.08178     0.04721     0.00000    0.268747596   -1.350773846   -1.619521442
     1      40     0.07156     0.04131     0.00000    0.277935323   -1.345185948   -1.623121271
     1      40     0.06133     0.03541     0.00000    0.295841682   -1.341530011   -1.637371693
     1      40     0.05111     0.02951     0.00000    0.319136149   -1.335389748   -1.654525896
     1      40     0.04089     0.02361     0.00000    0.343790304   -1.321401518   -1.665191822
     1      40     0.03067     0.01771     0.00000    0.366354829   -1.335196437   -1.701551266
     1      40     0.02044     0.01180     0.00000    0.384258356   -1.434143984   -1.818402340
     1      40     0.01022     0.00590     0.00000    0.395716329   -1.457884403   -1.853600732
     1      40     0.00000     0.00000     0.00000    0.399656140   -1.455739149   -1.855395289
     1      41     0.00000     0.00000     0.00000    0.997951172   -0.572760138   -1.570711310
     1      41     0.00681     0.01179     0.00000    0.998264950   -0.573858200   -1.572123150
     1      41     0.01362     0.02358     0.00000    0.998208194   -0.578758387   -1.576966581
     1      41     0.02042     0.03538     0.00000    0.995665495   -0.593989796   -1.589655290
     1      41     0.02723     0.04717     0.00000    0.988021354   -0.622045577   -1.610066931
     1      41     0.03404     0.05896     0.00000    0.972678726   -0.660451292   -1.633130018
     1      41     0.04085     0.07075     0.00000    0.947595614   -0.708045532   -1.655641146
     1      41     0.04766     0.08254     0.00000    0.911627434   -0.765301118   -1.676928553
     1      41     0.05446     0.09433     0.00000    0.864514060   -0.832071222   -1.696585282
     1      41     0.06127     0.10613     0.00000    0.806614453   -0.905984892   -1.712599346
     1      41     0.06808     0.11792     0.00000    0.738615893   -0.983042268   -1.721658161
     1      41     0.07489     0.12971     0.00000    0.661363287   -1.062351383   -1.723714670
     1      41     0.08170     0.14150     0.00000    0.575807049   -1.148011485   -1.723818534
     1      41     0.08850     0.15329     0.00000    0.483077786   -1.240672432   -1.723750218
     1      41     0.09531     0.16509     0.00000    0.437138012   -1.176457733   -1.613595744
     1      41     0.10212     0.17688     0.00000    0.372690753   -1.233968515   -1.606659268
     1      41     0.10893     0.18867     0.00000    0.392342894   -1.221579116   -1.613922010
     1      41     0.11574     0.20046     0.00000    0.407945564   -1.221380272   -1.629325836
     1      41     0.12254     0.21225     0.00000    0.417545603   -1.232224059   -1.649769662
     1      41     0.12935     0.22405     0.00000    0.419588715   -1.253971902   -1.673560617
     1      41     0.13616     0.23584     0.00000    0.412746186   -1.286194891   -1.698941076
     1      41     0.14297     0.24763     0.00000    0.396027351   -1.326657931   -1.722685282
     1      41     0.14978     0.25942     0.00000    0.368888420   -1.370580537   -1.739468957
     1      41     0.15658     0.27121     0.00000    0.331280832   -1.414685329   -1.745966161
     1      41     0.16339     0.28300     0.00000    0.283615866   -1.463487373   -1.747103239
     1      41     0.17020     0.29480     0.00000    0.226666098   -1.520471587   -1.747137685
     1      41     0.17701     0.30659     0.00000    0.161431297   -1.585307921   -1.746739218
     1      41     0.18382     0.31838     0.00000    0.089018345   -1.660035008   -1.749053352
     1      41     0.19062     0.33017     0.00000    0.010551092   -1.748461218   -1.759012310
     1      41     0.19743     0.34196     0.00000   -0.072875204   -1.848569005   -1.775693801
     1      41     0.20424     0.35376     0.00000   -0.160199903   -1.955972283   -1.795772380
     1      41     0.21105     0.36555     0.00000   -0.250359787   -2.067354389   -1.816994602
     1      41     0.21786     0.37734     0.00000   -0.342208454   -2.180158545   -1.837950091
     1      41     0.22466     0.38913     0.00000   -0.434352691   -2.291078870   -1.856726179
     1      41     0.23147     0.40092     0.00000   -0.524832672   -2.394973411   -1.870140739
     1      41     0.23828     0.41271     0.00000   -0.610473181   -2.486382185   -1.875909004
     1      41     0.24509     0.42451     0.00000   -0.685762793   -2.562953207   -1.877190414
